x y dy
0.0 0.2867574419406055 0.04536847610126392
0.0033444816053511705 0.2966429171249603 0.05267068360237419
0.006688963210702341 0.30270572738442475 0.058768277291682845
0.010033444816053512 0.3137023329815607 0.058357586050299205
0.013377926421404682 0.2989327646430523 0.05408912985199701
0.016722408026755852 0.2962541269191883 0.043769533136874185
0.020066889632107024 0.2987149942193849 0.06905499653668419
0.023411371237458192 0.3023014980656735 0.06683288347710914
0.026755852842809364 0.30213574671131244 0.06062147824312818
0.030100334448160536 0.28595181821165694 0.06581676290649545
0.033444816053511704 0.2861317387255522 0.06387044842390072
0.03678929765886287 0.30311043616686295 0.05120189071947147
0.04013377926421405 0.3108233762855286 0.058249139084543204
0.043478260869565216 0.3150581068728101 0.06261851088782333
0.046822742474916385 0.2913415785726088 0.05998272868820526
0.05016722408026756 0.30826995137148094 0.05877438986268532
0.05351170568561873 0.2990529377792262 0.056604473864884375
0.056856187290969896 0.3074786765155479 0.06017708867786621
0.06020066889632107 0.2880982581727626 0.06188714083353681
0.06354515050167224 0.2945696768989917 0.06264701259490521
0.06688963210702341 0.3031742182982388 0.05909842581488853
0.07023411371237458 0.30262007025760396 0.05548846225281952
0.07357859531772575 0.2910726902578672 0.06329168957263376
0.07692307692307693 0.2876396640790745 0.06286997770539877
0.0802675585284281 0.30205757165310543 0.06098025057318034
0.08361204013377926 0.3166812898595005 0.05942408554549213
0.08695652173913043 0.31331716111297625 0.06160709299417476
0.0903010033444816 0.31175699621100933 0.056024747069490226
0.09364548494983277 0.2973007964921534 0.07234628372757725
0.09698996655518395 0.2954442512823524 0.05704253761648615
0.10033444816053512 0.29777406780599774 0.07396873528174627
0.10367892976588629 0.29206249623276404 0.053540117294137234
0.10702341137123746 0.3001902516143948 0.06371904341189148
0.11036789297658862 0.3096990171378852 0.05356156050869982
0.11371237458193979 0.3185270239667674 0.05477963761576284
0.11705685618729096 0.29942628645907776 0.047999084230281326
0.12040133779264214 0.293349023890774 0.05061159148870408
0.12374581939799331 0.294856592223043 0.05147751668707962
0.12709030100334448 0.29664377479940046 0.056559711578535767
0.13043478260869565 0.29694347827802675 0.058249240440856026
0.13377926421404682 0.303140397994922 0.06163443086951438
0.13712374581939799 0.29794547149186096 0.05338695104096836
0.14046822742474915 0.3107350271220045 0.068611720507146
0.14381270903010032 0.3197975355706058 0.05751053552633893
0.1471571906354515 0.33136309052254326 0.0555741024036417
0.1505016722408027 0.3554665539647086 0.05427108588905329
0.15384615384615385 0.39666379711393446 0.07028175443154226
0.15719063545150502 0.44858498245302336 0.0472255059726893
0.1605351170568562 0.4934809322964343 0.062380743628299616
0.16387959866220736 0.5690141514629982 0.05830322647145164
0.16722408026755853 0.6613853222324378 0.05963241719239291
0.1705685618729097 0.7679937557059834 0.05942534896816612
0.17391304347826086 0.888008527043085 0.055936707862985116
0.17725752508361203 1.0139526714698512 0.05395858856826449
0.1806020066889632 1.0448318288412768 0.056235238109032366
0.18394648829431437 1.054493981863238 0.07313780738490766
0.18729096989966554 0.9680052624387792 0.06959657573773646
0.1906354515050167 0.8602177202529492 0.057681572945223046
0.1939799331103679 0.712812772995303 0.0580098282936867
0.19732441471571907 0.5673821342554817 0.04616487888335136
0.20066889632107024 0.4575714236632276 0.05977810760381171
0.2040133779264214 0.3958287935539068 0.061886831441261954
0.20735785953177258 0.3426762962345862 0.050326413044978875
0.21070234113712374 0.3128659619789626 0.059565607657289535
0.2140468227424749 0.31042590691509664 0.06937076455570662
0.21739130434782608 0.3229073623627412 0.05983083851926703
0.22073578595317725 0.3051724947073018 0.056951912598521136
0.22408026755852842 0.2940703578466441 0.0635812934514116
0.22742474916387959 0.2984554762529939 0.05813484485014886
0.23076923076923075 0.3127303189834359 0.05570479362283069
0.23411371237458192 0.3105801650950828 0.049694624832713696
0.23745819397993312 0.2964603627973539 0.05662172733013259
0.2408026755852843 0.30878503860552914 0.05946095518336121
0.24414715719063546 0.31430113131747617 0.057146666858008024
0.24749163879598662 0.2977070083170457 0.05949264458633069
0.2508361204013378 0.30756453322795363 0.06217344390394692
0.25418060200668896 0.3063902688666054 0.06153601496729243
0.25752508361204013 0.29204195022791024 0.0515094218803332
0.2608695652173913 0.31980682517775955 0.06690821591430582
0.26421404682274247 0.32036634431849703 0.06377583670136708
0.26755852842809363 0.3056847057572444 0.05026125113976873
0.2709030100334448 0.2827707994260971 0.06955504082470555
0.27424749163879597 0.31425015961716124 0.054345189715183546
0.27759197324414714 0.32799032139998935 0.0636180367312477
0.2809364548494983 0.2941482532667908 0.046784240431417524
0.2842809364548495 0.3047367092323704 0.06253785033420052
0.28762541806020064 0.30690462578961847 0.06752407142442103
0.2909698996655518 0.3105481427881046 0.07086477565615966
0.294314381270903 0.3153604757699184 0.0542336481435372
0.29765886287625415 0.31054518253072566 0.059966737876808965
0.3010033444816054 0.3116974309312963 0.06816729787448933
0.30434782608695654 0.3111905340320454 0.05225379532114444
0.3076923076923077 0.30684284769426107 0.06805841077463894
0.3110367892976589 0.3144172397611121 0.0685610743991386
0.31438127090301005 0.31317111028781575 0.07256584826652827
0.3177257525083612 0.30480897024076203 0.06751850289056137
0.3210702341137124 0.3035714444894399 0.06122044992263524
0.32441471571906355 0.29907044035792607 0.06326282723456683
0.3277591973244147 0.31029417219466443 0.06641916906950475
0.3311036789297659 0.30898503420441714 0.06279221447420631
0.33444816053511706 0.31346480141985245 0.06443898267900416
0.3377926421404682 0.31270936714996334 0.06461639799640236
0.3411371237458194 0.3022905826321189 0.06623979573970695
0.34448160535117056 0.30839512170661815 0.05647865181452322
0.34782608695652173 0.3152249116352117 0.05908587405355152
0.3511705685618729 0.29298592905657617 0.07275290534463805
0.35451505016722407 0.31916662793405925 0.04738805315512397
0.35785953177257523 0.33350912087205825 0.048969831613631484
0.3612040133779264 0.31428629423467164 0.06970534984888857
0.36454849498327757 0.34690470252673167 0.06419790907411953
0.36789297658862874 0.4351756843159446 0.054892077242016245
0.3712374581939799 0.4713667611327372 0.04969729880980596
0.3745819397993311 0.5523220525424377 0.0619701206663318
0.37792642140468224 0.617438319421664 0.06457332717233245
0.3812709030100334 0.6593310255257429 0.06035805784745012
0.3846153846153846 0.6579061705777766 0.0520474322702335
0.3879598662207358 0.6337659946186787 0.06722600091310045
0.391304347826087 0.5500195069736104 0.05996949763452699
0.39464882943143814 0.49437477230293275 0.05634367583166173
0.3979933110367893 0.4315313315499496 0.06544665025587476
0.4013377926421405 0.36825726200822645 0.061509640495523224
0.40468227424749165 0.36548538458623736 0.05750391266041387
0.4080267558528428 0.3337796826782777 0.055987327376159156
0.411371237458194 0.31481698526474466 0.05682036520256691
0.41471571906354515 0.30103569706109423 0.05636181835256048
0.4180602006688963 0.31115484893066503 0.06232100172467709
0.4214046822742475 0.30667347845417753 0.056672024444338234
0.42474916387959866 0.31021982348217386 0.057501548515544496
0.4280936454849498 0.3105140381128129 0.057656126724112175
0.431438127090301 0.2969163276406039 0.06138631269884819
0.43478260869565216 0.32122170858473525 0.0543613441179971
0.43812709030100333 0.31219245147519165 0.07024833041718641
0.4414715719063545 0.3067680392477963 0.06753802220055213
0.44481605351170567 0.3090551459029063 0.06200758248779886
0.44816053511705684 0.3164666354604551 0.060924662945817505
0.451505016722408 0.31387028500521447 0.06187786220318868
0.45484949832775917 0.3165405954189505 0.06500711121478574
0.45819397993311034 0.3051057103056151 0.05248083746971343
0.4615384615384615 0.2875533896388599 0.05931807025937303
0.4648829431438127 0.29977691459998707 0.058846806014837966
0.46822742474916385 0.31811034680960587 0.05539244449857043
0.47157190635451507 0.3171360779935428 0.054815087159215146
0.47491638795986624 0.30710168187738984 0.06575993242340385
0.4782608695652174 0.305902134969354 0.060802338390030956
0.4816053511705686 0.31182703772919335 0.04749236921982267
0.48494983277591974 0.31443608475126483 0.044417062913442364
0.4882943143812709 0.31251776521820746 0.05564248706248529
0.4916387959866221 0.30137115091168576 0.05270950186652943
0.49498327759197325 0.3031803491380722 0.054236142442043174
0.4983277591973244 0.3103558905230706 0.058052392790169924
0.5016722408026756 0.3032648012111858 0.059175873865727126
0.5050167224080268 0.29735208800254187 0.05758843606255083
0.5083612040133779 0.3167593984256718 0.05035172840975975
0.5117056856187291 0.29695408224738873 0.056918948426399815
0.5150501672240803 0.31499647343639725 0.052910234705967715
0.5183946488294314 0.30643888534989716 0.060855847219935956
0.5217391304347826 0.330400955962369 0.05091353438537439
0.5250836120401338 0.29622008368925995 0.05576551971984327
0.5284280936454849 0.31184617281528104 0.06290128360989673
0.5317725752508361 0.30055610601369964 0.05740350540940095
0.5351170568561873 0.31775121630745784 0.056695367158443644
0.5384615384615384 0.3082847167845561 0.060370886363630485
0.5418060200668896 0.2952926643578764 0.06424952527646048
0.5451505016722408 0.3063739469322141 0.07176662503272392
0.5484949832775919 0.3061745309491717 0.04323511088691666
0.5518394648829431 0.3144002680368931 0.058894185684233706
0.5551839464882943 0.3109809238261002 0.06508009371332436
0.5585284280936454 0.30600318307196467 0.05523215474623608
0.5618729096989966 0.31539391768891456 0.049635889390003414
0.5652173913043478 0.30165721765750764 0.06629291184729748
0.568561872909699 0.31697089601843426 0.0615624232714086
